ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
1671,Sun Shoukuan,2129834725,0.7049521,1.3786917,-0.5350552,Metals  coal,social media/advertising/ai/mining/materials,,76,Metals/ coal/ Self Made,,,China,Married,2,
1672,Zhang Xinghai & family,2129834725,1.0361325,0.37810642,-0.6123624,Machinery,Machinery,2246/98/2595,63,Machinery/ Self Made,,,China,Married,,Song Fei/Wang Weixiu & family/Wu Bo
1673,Or Wai Sheun,2129834725,1.3696421,0.466404,-0.19164887,Real estate,real estate,114/1111/1966,74,Real estate/ Self Made,,,Hong Kong,Married,2,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1674,D. Leopoldo Del Pino,2129834725,-0.119923,0.5084225,0.45018256,Construction,construction/materials,1888/755/301,63,Construction,,,Spain,,,Joaquin del Pino y Calvo-Sotelo/Maria Del Pino/Rafael Del Pino
1675,Tom Ford,2129834725,0.8396801,0.43754876,-0.610636,Fashion,luxury/fashion/retail,,,,,,,,,
1676,Katharina Otto-Bernstein,2129834725,-0.97058177,0.882065,0.5875391,Real estate,real estate,572/1892/1111/1635/571,62,Real estate,,,Germany,Married,2,Alexander Otto/Benjamin Otto/Kwek Leng Beng/Maren Otto/Michael Otto
1677,Marianna Latsis & family,2129834725,0.09105557,0.4926879,0.7330825,Banking  shipping,finance/logistics/shipping,2489/2560/1197,73,Banking/ shipping,,,Greece,Divorced,2,Georgios Peristeris/Margarita Latsis Catsiapis & family/Spiro Latsis & family
1678,Alexander Frolov,2129834725,0.24533851,1.2343823,0.5944531,Mining  steel,mining/materials,716/691/1505/150/362/79,62,Mining/ steel/ Self Made,,,Russia,Married,1,Alexander Abramov/Arkady Volozh/Mikhail Shelkov/Nik Storonsky/Roman Abramovich & family/Vladimir Potanin
1679,Eugene Wu,2129834725,0.8185277,0.86671096,-0.9597881,Finance,finance,498/414/1499,81,Finance,,,Taiwan,Married,3,Cho Jung-ho/Jean Salata/Thomas Wu
1680,Nandan Nilekani,2129834725,1.9714069,0.117912084,-0.046453357,Software services,software/cloud,1163/2065/2548/1492,70,Software services/ Self Made,,,India,Married,2,N.R. Narayana Murthy/K. Dinesh/S.D. Shibulal/Senapathy Gopalakrishnan
1681,Jason Murray,2129834725,0.17965165,1.0479223,0.39179868,Nursing facilities,Nursing facilities,1687,47,Nursing facilities/ Self Made,,,United States,Married,,Mark Hancock
1682,Hussain Binghatti Aljbori,2129834725,1.1274909,0.17570567,0.95639366,Real estate,real estate,114/1111/1966,69,Real estate/ Self Made,,,United Arab Emirates,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1683,Masaaki Arai,2129834725,0.7409547,0.9623781,-0.7343934,Real estate,real estate,114/1111/1966,60,Real estate/ Self Made,,,Japan,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1684,Liu Fangyi,2129834725,0.9661883,0.50958973,-0.23736773,Medical equipment,healthcare/pharmaceuticals,637/902/1252/582/1462,,Medical equipment/ Self Made,,,China,Married,,John Brown/Jon Stryker/Pat Stryker/Ronda Stryker/Wu Guangming
1685,Mi Enhua,2129834725,0.6001444,0.34269357,0.21795236,Retail,ai/software/retail,741/872,68,Retail/ Self Made,,,China,Married,,Samuel Yin/Takao Yasuda
1686,Oei Hong Leong,2129834725,0.97924244,0.083866574,-0.0614101,Investments,investment/finance,406/1860/1648/2553,78,Investments,,,Singapore,Married,4,Frank Lowy/Ron Sim/Sam Goi/Thaksin Shinawatra
1687,Mark Hancock,2129834725,-0.254066,0.9214618,0.57010293,Nursing facilities,Nursing facilities,1703/1681,51,Nursing facilities/ Self Made,,,United States,Married,,Chen Tei-fu/Jason Murray
1688,Bret Taylor,2129834725,-0.578443,1.1205652,-0.52688885,AI customer service agents,ai/software,1689,45,AI customer service agents/ Self Made,,,United States,,,Clay Bavor
1689,Clay Bavor,2129834725,-0.8050988,0.599924,-0.92194676,AI customer service agents,ai/software,1688,43,AI customer service agents/ Self Made,,,United States,,,Bret Taylor
1690,Henry Davis,2129834725,-0.85085434,1.3344814,0.4318104,Beef processing,Beef processing,374/851,75,Beef processing,,,United States,Divorced,,Jim Kennedy/Joesley Batista
1691,Huang Zelan & family,2129834725,1.3839881,0.46805084,-0.37366396,metals,social media/advertising/ai/mining/materials,821/877/86/39/627/79/983/174/3316/957,70,metals/ Self Made,,,China,Married,2,Andrei Kozitsyn/Igor Altushkin/Jack Ma/Ma Huateng/Tsai Eng-meng/Vladimir Potanin/Wang Jianlin/Wang Wei/Wang Xiancheng/Xiang Guangda
1692,Yvonne Bauer,2129834725,-0.08192025,1.1337194,0.7435186,Magazines  media,media/entertainment,,49,Magazines/ media,,,Germany,Married,,
1693,Xue Hua,2129834725,0.7900174,0.6977328,-0.5832089,Agribusiness,Agribusiness,655/2823/3157/2381,,Agribusiness/ Self Made,,,China,,,Liu Yonghao & family/Alexander Lutsenko & family/Tan Lili/Xu Yingzhuo
1694,Fernando Roig,2129834725,-0.49184406,0.9555719,1.4107149,Supermarkets,retail,293/2003/830/377/1380,78,Supermarkets,,,Spain,Married,2,Charles Butt/Djoko Susanto/Hortensia Herrero/Juan Roig/Lin Ming-hsiung
1695,Igor Rotenberg,2129834725,0.2294815,0.6283011,0.82801664,Investments  real estate,investment/finance/real estate,222/2896,53,Investments/ real estate/ Self Made,,,Russia,Married,3,David Reuben/Elena Baturina
1696,Ajay Bhardwaj,2129834725,0.80553365,0.01817955,0.33004445,Biopharma,Biopharma,,65,Biopharma/ Self Made,,,India,Married,2,
1697,Alain Taravella,2129834725,0.2903174,1.1149132,0.8490451,Real estate development,real estate,,78,Real estate development/ Self Made,,,France,,,
1698,Charles Edelstenne & family,2129834725,0.049271125,0.9550408,0.6529219,Aviation,Aviation,1946/433/439/1947/438,88,Aviation/ Self Made,,,France,,,Helena Dassault/Laurent Dassault/Marie-Hélène Habert-Dassault/Remi Dassault/Thierry Dassault
1699,Michael Polsky,2129834725,-1.6326203,1.1973687,-0.17199543,Electric power,Electric power,304,77,Electric power/ Self Made,,10,United States,Married,4,Ramzi Musallam
1700,Dwight Schar,2129834725,-0.7175806,0.20495848,0.22394866,Homebuilding  NFL team,sports/entertainment,2020,84,Homebuilding/ NFL team/ Self Made,,,United States,Married,3,Paul Saville
1701,Wesley Edens,2129834725,-0.6576073,0.60668516,0.4410901,Investments,investment/finance,406/1755/1943/357,64,Investments/ Self Made,,8,United States,Married,4,Frank Lowy/James Dinan/Marc Lasry/Nassef Sawiris
1702,Zong Yanmin,2129834725,1.3165395,1.6516645,-0.44971746,Semiconductor materials,semiconductors/hardware,,61,Semiconductor materials/ Self Made,,,China,,,
1703,Chen Tei-fu,2129834725,-1.0592856,1.1664829,-0.3029591,Herbal products,Herbal products,1354,78,Herbal products/ Self Made,,,Taiwan,Married,5,Frank VanderSloot
1704,Vivek Ramaswamy,2129834725,-0.75030625,0.6646376,0.29043898,investments,investment/finance,406/2037/1420/2553,40,investments/ Self Made,,,United States,Married,,Frank Lowy/Gavril Yushvaev & family/Richard Chandler/Thaksin Shinawatra
1705,Kenneth Feld & family,2129834725,-0.7758175,0.12138322,-0.12677413,Live entertainment,ai/software/media/entertainment,2424,77,Live entertainment,1,5,United States,Separated,3,Guy Laliberté
1706,Zeng Chaoyi,2129834725,1.531906,0.70872295,-1.269936,Aluminum products,mining/materials,1895/74,57,Aluminum products/ Self Made,,,China,,,Zeng Chaolin/Zheng Shuliang & family
1707,Julio Bozano,2129834725,-0.70244014,-0.12460931,0.55053765,Banking,finance,1274,90,Banking/ Self Made,,,Brazil,Married,1,Michiel Le Roux
1708,Sulaiman Al Muhaidib,2129834725,0.14132732,0.50133413,0.63540447,Diversified,Diversified,,,,,,,,,
1709,Essam Al Muhaidib,2129834725,-0.096703224,0.6555038,0.49422202,Diversified,Diversified,,,,,,,,,
1710,Chris Lin,2129834725,1.2665843,1.4623156,-1.0527112,Semiconductor,semiconductors/hardware,908/2427/796/1809/2029,65,Semiconductor/ Self Made,,,Taiwan,Married,,Li Min/Wang Dong/Zhang Jianzhong/Zhang Shilong & family/Zhang Yubo
1711,Zhou Hongyi,2129834725,1.4172721,0.7738142,-1.0139794,Security software,software/cloud,372/420/2390/3222/812,55,Security software/ Self Made,,,China,Married,,George Kurtz/Jay Chaudhry/Lei Jufang/Qi Xiangdong/Qiu Jianping & family
1712,Wee Ee Lim,2129834725,0.8566821,-0.102310315,-0.13284197,Banking,finance,2002/3286/1572/3287,64,Banking,,,Singapore,Married,4,Wee Ee Chao/Wee Wei Chi/Wee Ee Cheong/Wee Wei Ling
1713,Jim Crane,2129834725,-1.6012037,1.2678872,-0.8477994,Logistics  baseball,logistics/shipping,1621/252,72,Logistics/ baseball/ Self Made,,,United States,Married,3,David Hoffmann/David Steward
1714,Charles Bronfman,2129834725,-0.62431383,0.37894315,0.3382803,Liquor,Liquor,1924/1625/1459/695/1174/1413,94,Liquor,,,Canada,Widowed/ Remarried,2,Michelle Zatlyn/Richard Sands/Robert Sands/William Goldring & family/Wang Junlin & family/Wu Xiangdong
1715,Lin Xiucheng & family,2129834725,1.6537608,1.399432,-0.09065223,Electronics,Electronics,184/194/1156/1512/187/225,70,Electronics/ Self Made,,,China,Married,4,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Terry Gou/Pierre Chen
1716,Sergei Gordeev,2129834725,0.45561823,1.1226459,0.7203206,Real estate,real estate,114/1111/1966,53,Real estate/ Self Made,,,Russia,Single,,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1717,Nicola Bulgari,2129834725,-0.0935653,0.5012775,0.62152445,Luxury goods,social media/luxury/fashion/retail,1406/10/2026,85,Luxury goods,,,Italy,,4,Alberto Palatchi/Bernard Arnault & family/Paolo Bulgari
1718,Kenneth Hao,2129834725,-1.11544,1.0827361,-1.427532,Private equity,investment/finance,1830/1720/1719/50/7/336/335/2874,57,Private equity/ Self Made,,,United States,,,David Grain/Egon Durban/Greg Mondre/Henry Samueli/Michael Dell/Michael Kim/Robert F. Smith/Stefan Kaluzny
1719,Greg Mondre,2129834725,-1.6685321,0.9328209,0.8992232,Private equity,investment/finance,1655/1830/1720/1718/336/335/2874/334,52,Private equity/ Self Made,,,United States,Married,,Adebayo Ogunlesi/David Grain/Egon Durban/Kenneth Hao/Michael Kim/Robert F. Smith/Stefan Kaluzny/Tom Gores
1720,Egon Durban,2129834725,-1.4807649,0.82343864,-1.2225486,Private equity,investment/finance,336/1655/1830/1719/1718/335,52,Private equity/ Self Made,,,United States,Married,3,Michael Kim/Adebayo Ogunlesi/David Grain/Greg Mondre/Kenneth Hao/Robert F. Smith
1721,Pierre van der Mersch & family,2129834725,0.98118985,0.28139013,-0.5841873,Investing,Investing,2778/419/1626,91,Investing/ Self Made,,,Belgium,Married,4,Daniel Calugar/Michael Dorrell/Walter P.J. Droege
1722,Rolf Gerling,2129834725,-0.03253199,0.7271513,1.2763453,Insurance,Insurance,579/390/3032,71,Insurance,,,Germany,Married,3,Patrick Ryan/Chen Dongsheng/Shin Chang-jae
1723,Mike Repole,2129834725,-0.3421631,1.0378386,0.51889086,Sports drink,logistics/shipping/sports/entertainment,,57,Sports drink/ Self Made,,,United States,Married,,
1724,Ramesh Jaisinghani,2129834725,0.780851,0.5049186,0.25813156,Cables and wires,Cables and wires,1733/2048/1665,70,Cables and wires,,,India,Married,3,Ajay Jaisinghani/Girdhari Jaisinghani/Inder Jaisinghani
1725,Nerio Alessandri,2129834725,1.0448891,0.74179614,-0.94342595,Gym equipment,Gym equipment,,65,Gym equipment/ Self Made,,,Italy,Married,2,
1726,David Fattal & family,2044641336,0.12863629,0.72613716,0.49925804,hotels,hotels,3298/1411/3033/2982/3027,68,hotels/ Self Made,,,Israel,,,Bruce Mathieson/Choo Chong Ngen/Gary Tharaldson/Michael Kum/William Heinecke
1727,Luca Garavoglia,2044641336,-0.08046317,1.1047455,0.71880996,Spirits,Spirits,1955/2278,57,Spirits,,,Italy,,,Alessandra Garavoglia/Jean-Pierre Cayard & family
1728,Alec Gores,2044641336,-1.0834461,1.1703405,-1.4403982,Private equity,investment/finance,993/135/737/467/334,73,Private equity/ Self Made,1,9,United States,Married,6,C. Dean Metropoulos/Eric Li/Justin Ishbia/Mat Ishbia/Tom Gores
1729,Riaz Valani,2044641336,-1.1478187,1.2348725,-1.17479,E-cigarettes,E-cigarettes,1404/2859,49,E-cigarettes/ Self Made,,,United States,,,Chen Zhiping/Zhang Shengwei
1730,Haluk Bayraktar,2044641336,0.30112222,1.1195484,1.0791143,Military drones,Military drones,1561,47,Military drones,,,Turkey,Married,3,Selçuk Bayraktar
1731,Mehmet Sinan & Family Tara,2044641336,0.29677826,0.52394295,0.34125093,Construction,construction/materials,3201/3137/994/3309/3138,67,Construction,,,Turkey,Married,3,Ceyda Lale Tara/Leyla Tara Suyabatmaz/Ravi Pillai/Vildan Gulcelik/Yasemin Zeynep Keyman
1732,T. Denny Sanford,2044641336,-0.63113254,0.5484178,-0.34084612,Banking  credit cards,finance,1530/189/3001/3015,90,Banking/ credit cards/ Self Made,,9,United States,Divorced,2,Brett Hildebrand/Jack Dangermond/Nancy Lerner/Randolph Lerner
1733,Ajay Jaisinghani,2044641336,0.8354026,0.47306645,0.28013477,Wires and cables,Wires and cables,2048/1665/1724,74,Wires and cables,,,India,Married,3,Girdhari Jaisinghani/Inder Jaisinghani/Ramesh Jaisinghani
1734,Florian Rehm,2044641336,0.41583312,1.0916636,1.4973495,liquor,liquor,1625/1459/1174/695/1413,48,liquor,,,Germany,Married,,Richard Sands/Robert Sands/Wang Junlin & family/William Goldring & family/Wu Xiangdong
1735,Chu Lam Yiu,2044641336,0.90251493,0.62126255,-0.8419814,Flavorings,Flavorings,896/2415,56,Flavorings/ Self Made,,,Hong Kong,Married,1,Hans Peter Wild/Liu Xiaodong
1736,Manuel Puig Rocha,2044641336,-0.012732506,1.0981976,1.4726061,Beauty retail,ai/software/retail,2770,64,Beauty retail,,,Spain,Married,2,Jordi Rubiralta
1737,Alexander Skorobogatko,2044641336,0.27465326,0.9461013,1.1871886,Real estate  airport,ai/software/real estate,1828/506/132/2648/3219/3359,58,Real estate/ airport/ Self Made,,,Russia,Divorced,3,Alexander Ponomarenko/Oleg Deripaska/Andrey Melnichenko & family/Arsen Kanokov/Tatiana Volodina/Yuri Shefler
1738,Zhu Gongshan & family,2044641336,0.6912433,0.5503794,0.36240867,Solar panel materials,Solar panel materials,,68,Solar panel materials/ Self Made,,,China,Married,2,
1739,Liu Zhenfeng,2044641336,1.284281,1.3084458,-1.2993479,oilfield equipment,energy/oil and gas,86/3107/39/685/973/627/1427/174/983/3223,64,oilfield equipment/ Self Made,,,China,Married,,Jack Ma/Jet Jie Li/Ma Huateng/Richard Liu/Sun Weijie/Tsai Eng-meng/Wang Kunxiao/Wang Wei/Wang Jianlin/Wang Jinhua
1740,Thomas Steyer,2044641336,-0.8426882,0.4343995,-0.62977976,Hedge funds,hedge funds/finance,115/34/70/120,68,Hedge funds/ Self Made,,8,United States,Separated,4,David Tepper/Ken Griffin/Marilyn Simons & family/Steve Cohen
1741,Reinfried Pohl Jr,2044641336,0.38436562,1.6665626,0.7358307,Mutual funds,Mutual funds,1634/1541/781,66,Mutual funds,,,Germany,Married,5,Andreas Pohl/David Booth/Park Hyeon-joo
1742,Bennett Dorrance,2044641336,-0.81305873,0.85636854,-0.25461003,Campbell Soup,Campbell Soup,3210/2322/3204,80,Campbell Soup,2,2,United States,Married,2,Catherine Malone/Charlotte Colket Weber/Mary Alice Malone Jr
1743,Alexandre Grendene Bartelle,2044641336,-1.4200871,-0.6694436,0.4722172,Shoes,Shoes,1256/1153/3115/1255/1254/551,76,Shoes/ Self Made,,,Brazil,Single,7,Bill Alfond/Masahiro Miki/Pedro Grendene Bartelle/Susan Alfond/Ted Alfond/Zhang Congyuan
1744,John de Mol,2044641336,0.6484702,1.1279962,1.494854,TV programs,media/entertainment,,71,TV programs/ Self Made,,,Netherlands,Single,1,
1745,Jeremy Allaire,2044641336,-1.0080334,1.0940301,0.10214992,Cryptocurrency,cryptocurrency/fintech,345/249/22/54/1231/55/1770,55,Cryptocurrency/ Self Made,,,United States,,,Brian Armstrong/Chris Larsen/Giancarlo Devasini/Jean-Louis van der Velde/Jim Breyer/Paolo Ardoino/Song Chi-hyung
1746,Ana Lucia de Mattos Barretto Villela,2044641336,-0.45424455,-0.5622598,0.53016585,Banking,finance,1607/2440/2444,52,Banking,,,Brazil,Married,,Alfredo Egydio Arruda Villela Filho/Ricardo Villela Marino/Rodolfo Villela Marino
1747,David Teoh,2044641336,0.2575276,-0.5038794,-1.1062499,Telecom,telecom,15/758/1956/227,70,Telecom/ Self Made,,,Australia,Married,4,Carlos Slim Helu & family/Naguib Sawiris/Strive Masiyiwa/Sunil Mittal
1748,Alexey Repik,2044641336,0.48125106,0.5879859,0.3454707,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/337/455/253/139,46,Pharmaceuticals/ Self Made,,,Russia,Married,4,Dennis Bastas/Dilip Shanghvi/Murali Divi & family/Pankaj Patel/Sun Piaoyang/Zhong Huijuan
1749,Ioannis Papalekas,2044641336,0.7455287,0.9547623,0.7623545,Real estate,real estate,114/1111/1966,50,Real estate/ Self Made,,,Greece,,,Harry Triguboff/Kwek Leng Beng/Manuel Villar
1750,Chung Yong-ji,2044641336,-1.80779,1.2822697,0.17303264,Biotech,healthcare/pharmaceuticals,1859/3186/487/1523/1580/1883,56,Biotech/ Self Made,,,South Korea,,,David Dean Halbert/Maky Zanganeh/Seo Jung-jin/Zhao Yan/Xie Liangzhi & family/Yoon Dae-in
1751,Wang Wenjing,2044641336,1.5039771,0.607918,-0.1441707,Business software,software/cloud,435/505/1107/2062/1093,61,Business software/ Self Made,,,China,Married,1,David Duffield/Marc Benioff/Ge Weidong/Radha Vembu/Thomas Siebel
1752,Abhay Soi,2044641336,0.98922104,0.76775086,0.30615985,Healthcare,healthcare,2053/1238,52,Healthcare/ Self Made,,,India,Married,2,John Abele & family/Prathap Reddy
1753,Mika Anttonen,2044641336,0.31346238,0.73601276,0.4633417,Oil & gas,energy/oil and gas,134/323/71/245,59,Oil & gas/ Self Made,,,Finland,Married,,Harold Hamm & family/Jeffery Hildebrand/Lyndal Stephens Greth & family/Robert Pender
1754,David Adelman,2044641336,-1.0929892,0.8250688,0.33627108,Real estate  asset management,real estate,,54,Real estate/ asset management/ Self Made,,,United States,Married,2,
1755,James Dinan,2044641336,-0.81621516,0.5717188,0.61249363,Hedge funds,hedge funds/finance,115/34/1943/120/1701,66,Hedge funds/ Self Made,2,8,United States,Married,3,David Tepper/Ken Griffin/Marc Lasry/Steve Cohen/Wesley Edens
1756,John Stanton,2044641336,-0.34526145,0.5797849,-0.19210401,wireless,wireless,18/1574/13,70,wireless/ Self Made,,,United States,Married,2,Bill Gates/Reid Hoffman/Steve Ballmer
1757,Zhang Fan,2044641336,1.0638709,0.20913881,-0.7785435,Touch screens,Touch screens,,60,Touch screens/ Self Made,,,China,,,
1758,Vasily Shikin,2044641336,-1.4065264,1.3215975,-0.6879272,Advertising technology,Advertising technology,158/693/1127/575/1471/400,41,Advertising technology/ Self Made,,,United States,,,Adam Foroughi/Andrew Karam/Eduardo Vivas/Hao Tang/John Krystynak/Ling Tang
1759,Nan Cunhui,2044641336,0.76400703,0.7441443,-0.19749057,Power equipment,Power equipment,,62,Power equipment/ Self Made,,,China,Married,,
1760,Park Soon-jae,2044641336,0.081177644,0.62629217,0.31509063,Biopharmaceuticals,healthcare/pharmaceuticals,2355/1905/1214/2354,71,Biopharmaceuticals/ Self Made,,,South Korea,Married,,Christine Franken & family/Karin Sartorius-Herbst/Kiran Mazumdar-Shaw/Ulrike Baro
1761,Anand Deshpande,2044641336,0.50305337,0.3252221,0.18552819,Technology,Technology,1590/1026/2147/573/1633,64,Technology/ Self Made,,,India,Married,2,Anthony Hall/Brian Venturo/Hu Yangzhong/Michael Intrator/Sam Hupert
1762,Gustavo Denegri & family,2044641336,-1.4653738,1.7619442,-0.1878336,Biotech,healthcare/pharmaceuticals,1125/1859/3186/487/1580/1883/1523,89,Biotech/ Self Made,,,Italy,Married,2,Ben Lamm/David Dean Halbert/Maky Zanganeh/Seo Jung-jin/Xie Liangzhi & family/Yoon Dae-in/Zhao Yan
1763,Jannie Mouton & family,2044641336,0.41519323,0.4035289,-0.14783806,financial services,finance,746/2024/1274,79,financial services/ Self Made,,,South Africa,Widowed,2,Andre Koo/Michael Heine/Michiel Le Roux
1764,Shlomo Kramer,2044641336,-1.1364566,1.7118859,-0.25692207,Software  investments,software/cloud/investment/finance,2606/1273/865,60,Software/ investments/ Self Made,,,Israel,,,Brad Keywell/Eva Maria Bucher-Haefner/Martin Haefner
1765,Nurit Manor,2044641336,0.49849844,0.26971278,-0.26477063,Financial Services,finance,746/1767/1763/1766,73,Financial Services,,,Israel,,,Andre Koo/Gideon Hamburger/Jannie Mouton & family/Yair Hamburger
1766,Yair Hamburger,2044641336,-0.019725315,0.54679066,0.25047448,Financial Services,finance,746/1767/1763/1765,79,Financial Services,,,Israel,,,Andre Koo/Gideon Hamburger/Jannie Mouton & family/Nurit Manor
1767,Gideon Hamburger,2044641336,0.0469951,0.3667748,0.4768101,Financial Services,finance,746/1763/1765/1766,81,Financial Services,,,Israel,,,Andre Koo/Jannie Mouton & family/Nurit Manor/Yair Hamburger
1768,Li Zhiyuan,2044641336,1.0643667,0.34740654,-0.19872667,Electrical components,Electrical components,,71,Electrical components/ Self Made,,,China,,,
